激增		2940 8.60737	
萨克		2940 10.3453	
拉曼		2940 10.7652	
Unity		2940 11.7392	
人道		2939 27.0085	
日巴以		2938 11.7392	
泰国政府		2937 46.3924	
处理厂		4272 120.606	
克雷格		2936 66.0377	
美国商会		2936 94.5699	
挖泥		2931 12.2912	
切实做好		4082 10.3453	
老一辈		3760 60.0531	
挖泥船		2931 12.8021	
搁浅		2931 18.6519	
通航		2931 22.8665	
反垄断		2930 20.4742	
2394		3506 23.4784	
奥地利		2930 22.1757	
比利时		2930 22.7942	
王绣春		4218 23.4784	
食积		3566 44.2699	
开出		2930 31.9271	
公平竞争		2930 69.9206	
巴勒斯坦国		2924 11.3357	
和平共存		2924 11.7392	
李晓宏		2924 11.7392	
要在		2924 11.7392	
1967		2924 11.7392	
正确轨道		2924 13.2075	
之处		2923 13.4937	3838 26.9874	
拉丁		2923 27.9167	
伤害		2922 21.3794	4324 35.6323	
瓦利		2921 11.8212	
扩张		2963 49.7345	2986 80.8186	2993 55.9513	3144 68.385	3168 74.6018	3179 68.385	3193 43.5177	3209 62.1681	3218 55.9513	3230 74.6018	3246 49.7345	3254 62.1681	3267 68.385	3282 37.3009	3294 31.0841	3298 37.3009	3316 55.9513	3331 37.3009	3340 43.5177	3356 43.5177	3364 49.7345	3379 74.6018	3397 55.9513	3410 49.7345	3419 62.1681	3444 43.5177	3445 49.7345	
类黄酮		2921 12.1089	
迪斯考		2921 26.4151	
数公里		2920 11.1926	
整趟		2920 11.7392	
将桥		2920 11.7392	
出轨		2920 43.825	
超越自我		2919 24.5825	
攻击性		2919 31.4001	
贸易战		2919 39.0302	
博克		2919 45.0465	
施泰因		2919 49.9433	
沃克		2919 62.9969	
a7c8d		2918 11.7392	
f01		2918 11.7392	
d57		2918 11.7392	
陈毅		2917 27.6556	
赵世炎		2917 33.7849	
拉巴		2917 86.0387	
防汛		4335 31.3048	
勤工俭学		2917 100.505	
留法		2917 131.475	
瓦特		2947 19.1399	
尚绪谦		2916 11.7392	2946 11.7392	
埃塔		2916 12.1089	
动荡		2915 15.6553	
刻不容缓		2915 18.7148	3512 9.35738	
良知		2915 18.8467	
国际交流		2914 10.0505	
和平利用		2914 10.2631	
玉兔		2914 10.6048	
表示祝贺		2914 10.6048	
神舟		2914 11.5028	3784 23.0056	
坚说		2914 11.7392	
外空		2914 12.1089	
寄托		2914 16.3347	
合生		4069 140.87	
洛尼		2913 25.0288	
不确定性		2913 28.0812	
预测		2913 29.7597	3950 65.4713	
美国市场		2912 17.8897	
美国国会		2912 18.113	
科举		3777 17.3933	
双赢		2912 19.3044	
虚弱		3566 32.8143	
彭博社		2912 20.999	
华盛顿		2911 15.7545	
两倍		2911 16.7584	2923 16.7584	
拉美		2911 17.1651	
更易		2911 18.3823	
摄像		3695 114.117	
中亚国家		2910 449.207	
镇上		4285 8.20358	
伤人		2909 8.74162	
伤者		2909 9.17329	
口角		2909 9.45803	
路人		2909 9.84023	
烧心		3583 22.6715	
击伤		2909 9.94943	
抢救无效		2909 10.1395	
国际文传电讯社		2909 11.7392	
袭警		2909 11.9548	3970 59.7738	
不幸遇难		2909 12.2912	
叶卡捷琳堡		2909 22.5232	
结果显示		2908 16.1027	4021 32.2054	
155		2908 23.4784	
公投		2908 25.0288	
维和		2907 9.96885	
董雪		2907 11.7392	
韬奋		3809 38.4062	
并持		2907 11.7392	
及性		2907 11.7392	
可及		2907 11.7392	
置若罔闻		2906 10.094	
一己		2906 10.163	
令人遗憾		2906 10.7652	
机动车辆		4234 20.5262	
水排		2906 11.7392	
迄未		2906 12.2912	
日本政府		2906 16.7664	
54.6		3444 46.9568	
道长		2905 10.2371	
熊思浩		2905 11.7392	
中英关系		2904 13.2075	
英方		2904 21.4452	
万例		2902 45.0465	2943 22.5232	2945 22.5232	
乱局		2901 21.9125	
难辞其咎		2901 22.5232	
朱永彪		2901 23.4784	
直通		3500 18.5126	
反恐		2901 28.6319	
恐怖组织		2901 33.5779	
1945		2900 23.4784	
坂井义		2900 23.4784	
原子弹		2900 77.5117	
欺骗		3915 24.1197	
南部		2899 23.6121	2905 11.806	
同日		2898 8.29856	
耶路撒冷		2898 9.05649	2947 18.113	
巴勒斯坦伊斯兰抵抗运动		2898 11.7392	
西孟加拉邦		2888 35.1104	
新德里		2888 59.9319	2902 49.9433	
共同努力		2887 17.4948	
好新冠		3961 35.2176	
里昂		2887 17.9468	2917 197.415	
埃及		2887 20.864	2931 13.9093	3639 118.229	4098 83.456	4143 125.184	4167 34.7733	
举行会谈		2887 20.8699	
勒德		2887 23.4784	
对黎		2884 11.7392	
检查站		2884 11.9548	
以色列国防军		2884 12.2912	2898 12.2912	
斯加夫		2884 12.8021	
境内		2884 17.5605	
开炮		2884 19.7507	
黎巴嫩		2884 45.1274	
巴方		2882 11.8212	2892 47.2849	
掉队		4359 10.163	
红新月会		2882 24.5825	
轰炸		2882 32.4063	2899 48.6095	2905 24.3048	
斯说		2881 11.7392	
布鲁塞尔		2881 17.5774	
想到		2880 5.60813	3810 22.4325	
潮玩		3658 46.9568	
瑰宝		2880 9.91169	
千奇百怪		2880 10.4349	
多哈		2879 18.4004	
卡塔尔		2879 19.1664	2882 47.9159	4167 38.3328	
武装人员		2879 21.5304	2905 10.7652	2922 21.5304	
开斋节		2879 22.1349	
谈判		2879 25.5918	
政府军		2879 40.8472	
塔利班		2879 163.794	2901 30.7113	
局部		2877 13.3316	
恶化		2877 14.7601	
七十多个		3757 12.8021	
缺血性		2877 21.4452	
长时间		2877 28.0159	
中风		2877 28.1367	3590 18.7578	
丧生		2876 28.556	2938 9.51865	
美联社		2876 39.2253	
巴勒斯坦人		2876 44.2699	2924 11.0675	2938 11.0675	
以军		2876 52.3335	2882 20.9334	2884 20.9334	2898 20.9334	2899 31.4001	2905 31.4001	2922 41.8668	
敦促		2876 72.0826	2949 27.031	
艾奥瓦州		2875 11.5981	2920 11.5981	
车上		2875 14.9549	
火车		2875 15.1136	4169 22.6704	
布利		2875 22.6715	
疏散		2875 27.0536	3621 27.0536	
某香		4122 58.696	
脱轨		2875 46.3924	2920 11.5981	
万事如意		3557 11.5028	
李志伟		2874 11.7392	
停火协议		2874 12.8021	2901 25.6041	
呼吁		2874 15.0857	2883 22.6285	2892 37.7142	2896 15.0857	3496 15.0857	
白宫		2874 17.8341	
美国有线电视新闻网		2874 23.9095	
尼桑		2873 25.6041	
准备		2872 4.95704	3609 39.6563	3610 29.7422	3952 19.8282	4335 14.8711	
法国巴黎		2872 8.86373	
两类		3494 14.131	
奥塞		2872 12.5144	
内阁会议		2871 10.163	
发表谈话		2871 10.6048	
还称		2871 11.7392	
军事行动		2871 34.8756	
迪萨纳		2870 35.2176	
斯中		2870 35.2176	
刘春燕		2869 11.7392	
内阁		2869 13.6162	
第一季度		2869 16.2647	3488 24.3971	
受伤		2868 14.5034	2882 14.5034	2947 29.0068	4122 14.5034	
表态		2868 21.5888	
内塔尼亚胡		2868 23.1962	2871 34.7943	2874 34.7943	
难以置信		2867 28.1042	
停止		2866 12.3971	2892 37.1914	2915 30.9929	2946 12.3971	2949 24.7943	4266 12.3971	
人道主义		2866 26.8135	2882 17.8757	
安慰剂		2865 12.8021	
消息		2864 5.03989	2909 10.0798	3656 146.157	3734 60.4787	
营养食品		3568 47.2849	
附近		2864 5.16934	2875 15.508	4087 46.5241	
船上		2864 7.28864	
船只		2864 7.34532	
汽车品牌		4195 29.7912	
失踪		2864 8.18037	
快讯		2864 9.82314	
全面提高		2863 20.8083	
汉语		2862 23.6756	
体质		3644 40.0729	3646 16.0291	
打分		2862 31.036	
答题		2862 56.3081	
复赛		2862 70.2207	
抗议者		2861 23.9095	2884 11.9548	
阿拉伯		2861 28.8493	
伊朗		2861 30.3558	
外溢		2861 31.9277	3435 21.2852	
正常化		2861 45.1657	
滨州市		4271 22.3853	
哈马斯		2861 46.9568	2871 23.4784	2874 11.7392	2876 35.2176	2898 11.7392	2899 23.4784	2922 140.87	2944 23.4784	
平民		2859 14.9712	2868 14.9712	2874 14.9712	2901 22.4567	2922 14.9712	
脱身		2859 16.2962	
驻军		2859 16.5246	
苏联		2859 18.0847	
泥潭		2859 19.7867	
风邪		3649 32.4289	
加剧		2859 20.6983	
恐怖		2859 23.0224	
这笔		2858 15.1066	
放大		4135 26.6258	
不全		3564 16.8737	
议员		2858 15.3522	3484 53.7328	3493 30.7045	3509 61.409	
奥马尔		2858 22.3853	
民主党		2858 25.2105	2868 16.807	
国会		2858 30.5415	
制导武器		2858 30.5613	
爆炸声		2857 19.5796	
停火		2857 20.5262	2858 20.5262	2868 41.0524	2874 20.5262	2876 30.7893	2879 41.0524	2892 61.5785	2915 20.5262	2939 30.7893	
响起		2857 29.5976	
防空洞		2857 37.1422	
瓦罗		2857 49.165	
火箭弹		2857 72.143	2884 45.0894	
基布		2857 194.609	
冲击力		3845 19.0625	
柬埔寨		2856 17.3391	
吊装		2856 21.1369	
邻里纠纷		4090 12.2912	
钢架		2856 23.1962	
华电		2856 25.1137	
开工		2856 28.9913	4096 14.4956	
乳饮料		3644 45.3429	
公约		2855 38.2055	
核事故		2855 106.391	4320 23.6425	
葛兰素		2854 23.4069	
这款		2854 24.0857	3865 40.1428	
防涝		3997 35.4637	
新的		2854 35.2176	
金贤东		2853 11.7392	
安蓓		2853 11.7392	
澳方		2853 23.4784	
依赖		2852 27.8573	
核苷酸		2852 40.3761	
吉尼		2851 11.7392	
辛克		2851 13.2075	
渔业		2851 15.1998	4284 22.7997	
技工		2846 39.3609	
濒危		4297 61.903	4308 20.6343	
断层		2846 40.9018	
卜骨		2842 114.158	
60.0		3053 35.2176	3410 35.2176	
二里岗		2842 145.283	
晚期		2842 164.014	
铭文		2842 176.132	
简牍		2842 202.79	
违反者		3461 13.2075	
陶文		2842 222.366	
商代		2842 539.473	
长春		2841 56.0632	4280 16.0181	
充分证明		2840 53.6131	
接续		2839 20.326	
仁爱		2838 20.4236	
美美		2838 20.4236	
党和人民		2836 80.7521	
铁军		2836 88.0824	3838 22.0206	
软件产业		3925 13.2075	
痼疾		2836 92.8544	
整顿		2836 119.305	4101 44.7393	
干警		2836 240.734	
旗帜鲜明		2834 29.68	
否定		2834 52.422	
从党		2833 23.4784	
留党察看		2833 24.2178	
摘要		2833 26.1232	
毫米		4029 17.453	4042 17.453	4336 46.5413	
中医院		3648 19.1932	
选举权		2833 37.7853	
要细		2828 58.696	
1978		2827 58.696	
富强		2826 18.3644	
出新		2825 26.6502	3690 26.6502	
群众监督		2823 77.8966	
居住地		4248 18.4557	
监察		2823 96.6162	
正确认识		2816 39.7977	
立足		2816 40.7724	
彰显		2811 27.5199	3514 27.5199	4348 18.3466	
赢得		2810 50.3482	
顺应时势		2810 60.5446	
实事求是		2810 86.3799	
文献检索		2809 23.0056	
情报学		2809 23.4069	
学术界		2809 34.2143	
左岸		4294 17.2968	
SCI		2809 176.088	
履责		2808 82.1744	
年间		2807 42.8896	2959 49.0167	4327 12.2542	
光明网		2806 23.4784	
百场		2806 23.6425	
崂山区		2806 24.2178	
头皮		3584 26.4392	
下功夫		2805 46.1392	
价值链		2805 70.9763	
相互促进		2803 50.6974	
美化		4259 27.628	
何雨		4064 26.4151	
特质		2801 19.2204	2838 28.8307	
期许		2801 21.1369	
站位		2801 23.0056	
方位		2801 24.1282	
考题		2801 30.3495	
人人		2800 49.727	2801 35.5193	3981 14.2077	
陈国宏		4011 46.9568	
资阳区		2796 23.4784	
起来		2796 23.768	
生产性		2796 49.9433	3147 89.8979	
舍生取义		2793 25.0288	
过往		2793 25.3361	3810 16.8907	
史实		2793 26.7718	
主要		2785 27.6685	3265 51.8785	4351 6.91713	4354 6.91713	4360 10.3757	
建立		2785 27.7293	3565 46.2156	4111 41.594	4256 13.8647	4309 50.8371	4339 13.8647	
差异		2785 39.1001	
豫剧		2784 21.2097	
民族性		2784 22.1349	
原作		2784 29.4694	
本土化		2784 91.4671	2811 40.652	
西北大学		2780 31.8145	
习仲勋		2780 51.2083	
下半年		3079 159.91	3393 166.572	
人格魅力		2780 61.4562	
有如		2779 25.2352	
东亚		4052 68.6502	
壮大		2777 73.3616	3082 40.7564	
简单		2775 16.8546	4365 5.61819	
阐释学		2774 23.4784	
视野		2773 31.6269	
费伟伟		3792 58.696	
气派		2773 43.2947	2832 17.3179	
学人		2773 43.6198	
科学化		2771 59.3601	
学者		2769 25.3875	2775 38.0812	3803 31.7343	3831 25.3875	
变量		2769 36.2585	
抢险		3997 60.6989	4335 20.233	
经济学界		2769 40.466	3434 30.3495	
发展中国家		2769 48.73	2903 69.6142	2907 27.8457	3097 104.421	
万篇		2768 25.0288	
平益		4226 35.2176	
社科		2768 94.5699	3195 35.4637	3229 23.6425	3266 23.6425	3771 59.1062	
添加物		3749 12.1089	
经济总量		2767 28.0721	3165 65.5017	
方阵		2767 37.6934	3830 18.8467	
研究者		2765 18.113	
成功经验		2765 19.5151	
大党		2765 30.7893	
疑点		2764 29.8483	
掌握		2764 30.7979	
脉络		2764 45.9109	3800 27.5465	
虚无主义		2763 54.7812	2764 32.8687	2793 43.825	2834 120.519	
促融		2760 35.2176	
卢浮宫		2759 19.7867	3912 19.7867	3932 29.68	
合作制		4062 13.2075	
共产主义		2752 39.4716	
历史观		2752 49.0317	
正视		2751 27.0085	
水北		2700 70.9274	
塘村		2700 81.9242	4259 35.1104	
符华兆		2700 93.9136	
新余		2700 100.734	
挂车		4234 20.8699	
商会		2700 104.694	3476 43.6226	3533 17.4491	
北镇		2700 124.144	
塑料膜		3559 57.9905	
食堂		2700 170.694	3554 17.0694	
颐养		2700 489.636	
迪士尼		3451 67.8233	3456 82.8952	
牵挂		2699 18.4557	
关怀		2699 25.8071	
中国大使馆		2699 27.8014	
石子		2697 17.6016	
扫帚		2697 18.7578	
王运仙		2697 23.4784	
过着		4265 12.2912	
杜鲁门		3838 48.5551	
护路		2697 57.5139	
变成		2696 11.4486	4299 45.7943	
越干越		2696 11.7392	
还装		2696 11.7392	
阜平县		2696 11.9548	
曙光		2695 8.23425	
人送		2695 11.7392	
留京		2695 11.7392	
3.46		3880 11.7392	
王斌		2695 12.2912	
万多元		2694 47.1167	
卡脖子		4104 13.2075	
我家		2694 73.1727	2696 14.6345	
洁净		2693 17.8205	
救护		2693 53.3804	4039 26.6902	4340 88.9673	
红基会		2693 58.696	
遵义会议		2692 30.1516	
开学典礼		2692 60.5446	3958 36.3268	
打到		2691 16.4206	
不向		2691 18.8927	
滁州市		4259 34.5083	
增加收入		2691 21.2097	
全天		2691 29.7444	3301 66.9248	
免佣		2691 46.9568	
桂格		2690 23.4784	
乌头		4297 29.1331	
汤颖蕾		2690 23.4784	
致力于		2690 28.8294	
民初		3832 39.3609	
百事公司		2690 38.4062	
百事		2690 89.3735	3476 29.7912	
红会		2689 35.2176	
吴花燕		2689 35.2176	
红十字会		2689 40.0354	
霍特		3724 43.825	
建设路		2688 9.84023	
肺动脉		4003 40.9485	
129		2688 11.7392	
新华路		2688 11.9548	
和平路		2688 12.5144	
朝阳路		2688 12.8021	
老伯		3917 62.0461	
公园路		2688 13.2075	
脱困		2687 10.6818	
C70		2687 11.7392	
凹底		2687 11.7392	
可疑		3977 17.5654	
周晓枫		3799 35.2176	
国民		2686 28.4739	2870 28.4739	3165 56.9479	3542 14.237	
访学		2686 82.1744	
知阅		2685 23.4784	
菜市场		3911 50.2527	
中国青少年发展基金会		2685 25.0288	
临夏		2684 40.652	
朗读		2684 41.159	
仁东		2684 70.4352	
加蓬		2683 20.059	
卫生部长		2683 23.1962	
安哥拉		2683 55.4803	
秋粮		3038 82.7626	3178 62.072	3204 62.072	3343 62.072	
秦朋		2683 129.131	
暴力犯罪		2940 12.2912	3485 12.2912	
火眼		2683 163.574	
化下		2682 11.7392	
蔡骏		2682 11.7392	3789 35.2176	3805 105.653	
启幕		2682 12.5144	
东阿		2682 19.1399	
复方		2682 19.3331	
养血		2682 38.9052	
高研班		3667 35.2176	
最需		2681 13.9007	
王旭东		2681 13.9007	
性激素		2681 19.3623	
平等待遇		2923 12.5144	
饮水困难		2680 52.8301	4347 13.2075	
人居		2680 70.9763	
第三方		3654 24.4253	4061 16.2836	4115 73.276	4241 40.7089	
缺水		2679 89.7342	2680 98.7077	4345 62.814	
获益		2678 18.26	
充分调动		3676 20.8083	
喝水		2677 25.7921	
三轮车		2677 27.4934	4185 36.6579	
县道		4175 12.5144	
总是		2677 28.3213	
兴隆县		2677 34.7943	
运水		2677 35.2176	
吃水		2677 43.5665	
郝凤友		2677 46.9568	
卫生间		2676 27.4672	
上洪村		2676 35.2176	
水印		2676 65.7374	
污水处理		2676 88.257	4272 98.0633	
女人		2675 27.6984	
凉山		2675 31.2125	
雷波县		2675 46.9568	
背水		2675 111.281	
张史洛		2675 117.392	
张艳梅		2674 23.4784	
排长		2674 25.6182	
昼行		4265 11.7392	
营子		2674 32.5685	
底气		2674 36.1326	
太仆寺旗		2674 102.417	
江晓勤		2673 70.4352	
李英		2673 86.0387	
仙女		2673 90.644	
中称		2672 11.7392	
做了		2671 11.7392	
人付		2671 11.7392	
语言艺术		2671 78.3484	
花样		2671 122.874	
赋予		2670 15.2406	
代谢		2670 22.1138	3641 29.485	
伴有		2670 23.2438	4029 15.4959	4043 54.2356	
内分泌		2670 41.3833	
增多		2670 47.6509	
分析师		4242 17.2995	
餐桌上		2669 29.7351	
亲属		2668 41.0685	
骨灰盒		2667 42.8905	
火化		2667 306.135	
广泛		2666 22.3483	
烈属		2666 32.8687	
敬献		2665 20.8083	
花圈		2665 20.8699	
国防		2665 22.3696	
儋州		2665 22.8315	
关工委		2665 23.1962	
有钱		3839 22.9637	
革命英雄		2665 23.9095	
儋州市		2665 119.548	
post		4351 11.7392	4352 11.7392	4353 11.7392	4354 11.7392	4355 11.7392	4356 11.7392	4357 11.7392	4358 11.7392	4359 11.7392	4360 11.7392	4361 11.7392	4362 11.7392	4363 11.7392	4364 11.7392	4365 11.7392	
斯岛		2943 23.1962	
深切		2664 16.807	
烈士墓		2664 20.9334	
薛宇舸		2664 23.4784	
空袭		2876 26.9421	
天心区		2664 43.6198	
法律责任		3895 18.0817	
工信		3320 46.9568	
政通		2663 13.9007	
报批		3320 29.68	
收费		2663 14.9131	4182 14.9131	4194 14.9131	4307 37.2827	
楼堂		2663 25.0288	
事务部		2662 10.5685	
感召		2662 10.7652	
沈汝发		2662 11.7392	
网为		2662 11.7392	
何宇家		4114 70.4352	
徐卫		2662 13.2075	
殡仪		2661 21.7123	
菜心		3598 50.0575	
蜀山		2661 90.6858	
陵园		2661 114.375	2664 38.1249	
陈规陋习		2660 13.2075	
骨灰堂		2660 23.4784	
三亚		2659 26.9203	4279 17.9468	
出厂		3748 47.2901	
信箱		2659 29.088	
团员		2658 10.2898	4289 51.4488	
西城		2657 17.4604	
一品		2657 18.0057	
抬着		2657 18.4745	
花篮		2657 20.059	
学园		2657 23.0056	
国旗护卫队		2657 23.4784	
教学活动		2656 33.0309	
殷国俊		3229 23.4784	3266 23.4784	
动脑		2656 35.4637	
挂面		3558 61.1226	
大讲堂		2656 65.1369	2681 32.5685	
地形		2655 39.4413	
烧纸		2655 39.7215	
用火		2655 51.4488	
纸屑		2655 55.3373	
燃烧		2655 56.0481	
引燃		2655 59.6966	
枯草		2655 69.3819	
可燃物		2655 86.0387	
丧家		2654 36.8737	
东郊		2654 44.4502	
竹望		2654 46.9568	
殡仪馆		2654 73.2668	2660 20.9334	2667 125.6	4148 20.9334	
锦江区		2654 105.66	
Go		4351 11.7392	4352 23.4784	4353 11.7392	4354 46.9568	4355 11.7392	4356 23.4784	4357 23.4784	4358 35.2176	
遗志		2653 20.9334	
丰功伟绩		2653 21.2097	
誓词		2653 21.9125	
献花		2653 22.3853	
安葬		2652 35.6683	2654 115.922	2661 26.7512	
海撒		2652 70.4352	
寻春半		2651 11.7392	
真谛		3786 19.3623	
火灾事故		2651 11.9548	
之情		2651 15.4125	2664 15.4125	
心灵		2651 15.5173	3831 23.2759	
先人		2651 18.113	2659 18.113	
拜祭		2651 23.1962	
不屈		2650 28.2026	
法新社		2879 31.4984	
56.5		2650 35.2176	
智酷		2649 11.7392	
软件园		2649 11.8212	
当晚		2884 16.0347	
编制成		2648 12.5144	
好人		2646 15.5696	
堵不堵		4099 11.7392	
保民		2646 22.6715	
近百家		2646 23.4069	
领奖台		2646 23.6425	
天天		2646 41.1766	
踏青		2645 21.9125	
公墓		2645 30.3495	2652 40.466	2654 70.8154	2659 40.466	2660 30.3495	
扑救		2644 22.3853	2655 78.3484	
遵守		2644 23.1558	
从我做起		2644 26.4151	
林区		2644 48.5552	
殡葬		2643 19.9377	2645 39.8754	2652 109.657	2654 109.657	2659 59.8131	2660 19.9377	2663 39.8754	2667 69.782	
邮筒		2643 22.8315	
督促检查		4155 23.6425	
缤纷多彩		2642 13.9007	
奥的斯		2642 140.823	
于旭波		2641 35.2176	
村医		2641 35.2176	
治疗仪		2641 50.0575	
发行业		2640 23.4784	
一树		2639 20.9334	
程雷		2639 23.4784	
过敏性		2639 46.5786	
光明日报出版社		2638 13.2075	
五彩		2638 28.0721	
干预		2638 43.9788	3953 14.6596	
自闭症		2638 117.392	
创办人		2637 20.1011	
山谷		2637 22.9754	
康复中心		2637 23.1962	
郭森		2637 23.4784	
孤独症		2637 34.7943	
城镇人口		3302 48.949	
残障儿童		2637 39.6226	
追思		2636 53.8259	2651 43.0607	
墓园		2636 78.8313	
鲜花		2636 84.3262	2659 42.1631	3516 33.7305	
向度		3810 12.2912	
骨灰		2636 85.6679	2652 76.1492	2654 76.1492	2663 19.0373	2667 66.6306	
逝者		2636 130.859	2667 32.7148	
安全卫生		3619 11.4158	
扫墓		2635 20.5262	2657 20.5262	
延安		2635 22.3601	
曹凯		2635 35.2176	
龚举权		2634 35.2176	
ea16		2633 11.7392	
fe2b844eb11		2633 11.7392	
586976		2633 11.7392	
伟绩		2633 13.2075	
海警		2633 23.4784	4325 35.2176	
厦门大学		2632 39.8754	
补足		2631 29.088	
追忆		2631 30.489	
分行		2631 31.1925	4073 46.7887	
之最		3778 11.7392	
公安系统		2630 11.1926	
位置		2630 11.3493	
结合物		2630 12.1089	
万科		2629 15.0075	3839 15.0075	
呼叫		2628 25.5901	3704 42.6502	4165 42.6502	
潘家园		2628 28.7496	
助老		2628 39.6226	3900 13.2075	4164 13.2075	4205 105.66	
叫车		2628 73.7474	3900 36.8737	3907 73.7474	4164 36.8737	4165 196.66	4205 61.4562	
平车		2687 12.1089	
打车		2628 81.7964	2691 54.531	3900 54.531	3907 36.354	4164 54.531	4165 90.8849	
EPS		2627 11.7392	
舒迪		2627 11.7392	
止血带		2627 11.8212	
胶囊		2627 46.4278	
九寨		2626 21.5304	
电力设施		2626 23.9095	
九寨沟县		2626 51.2083	
知史		2625 23.4784	
经济犯罪		4049 20.9334	
园长		2623 11.8212	
侠义精神		2623 12.8021	
共养		2623 23.4784	
郭炜炜		2623 23.4784	
百县		2622 35.2176	
摩根		2622 43.0467	
预装		2621 13.9007	
赠阅		2621 36.3268	
魅族		2621 46.9568	
菜地		2620 49.8443	
III		3769 46.9568	
厕所		2620 56.3595	3835 24.1541	
从前		2620 69.0674	
沟村		2620 70.4352	
荷香		2620 72.6535	
水窖		2620 97.3047	2673 208.51	2674 236.312	2675 69.5034	2677 55.6027	2679 889.643	2680 236.312	
实名制		3866 43.4246	
油坊		2620 144.665	
低收入		2619 17.0324	3093 34.0647	3301 68.1295	
乳腺癌		2619 19.7867	
染液		2618 13.9007	
优选		2618 30.4143	3854 30.4143	
葛晖		2617 11.7392	
踏查		2617 12.8021	
余份		2617 12.8021	
吸食毒品		2617 13.9007	
毒品源		2617 23.4784	
湖口县		2617 25.0288	
展映		2616 69.5034	
公益事业		2614 19.6463	
医务		2613 121.674	3571 20.279	
中国社科院		2612 27.1459	
8.2		3289 35.2176	4065 23.4784	
百人		2612 29.4694	4235 58.9388	
大公		2612 46.6816	
余所		2611 29.9066	
儿童心理		2611 33.2024	
伊利		2611 100.266	3551 75.1995	
方舟		2611 114.784	
公正无私		3502 11.9548	
欺凌		2611 125.294	
团日		2610 23.4784	2658 11.7392	
杭州市委		2610 27.8014	2625 27.8014	
首场		2610 29.8483	
筹委会		3533 11.2616	
意义		2609 16.7997	
缅怀		2631 78.3184	2652 39.1592	2657 48.949	2659 19.5796	2664 39.1592	2666 29.3694	2668 19.5796	
充分认识		2609 27.6006	
张晓红		2609 35.2176	
标杆		2609 35.481	
江阴		2608 17.9468	3827 26.9203	
海浪		2608 18.0663	
扑杀		3617 34.7943	
涛声		2608 21.8099	
魔法		3758 20.4236	
徐惠君		2608 35.2176	
十一种		2607 13.2075	
脚踏实地		2606 10.1395	
努力奋斗		2606 10.7226	
首映		2606 10.9049	
转移性		4220 11.0675	
入法		3619 23.9095	
口书		2606 11.7392	
SBP		3604 82.1744	
教育司		2605 36.8737	
中国扶贫基金会		2605 59.7738	2616 23.9095	2622 71.7286	
药箱		2604 20.0177	
搭台		2604 21.4452	
叮当		2604 21.6193	
吉林省		2603 24.8846	3978 16.5898	3982 16.5898	4251 149.308	4252 49.7693	4256 41.4744	
慈善会		2603 37.5431	
我会		4358 7.34106	
民政厅		2603 44.7705	2660 22.3853	2663 33.5779	2698 22.3853	
村社		2603 67.2715	2615 96.1022	
中华慈善总会		2603 69.5034	2615 69.5034	2669 111.205	2681 55.6027	
守正		2602 11.7392	
吉狄马加		2602 11.7392	3806 35.2176	
动员		2602 15.3602	
促进会		2601 19.5796	2602 19.5796	2637 29.3694	3482 48.949	
先导		4236 120.712	
新闻宣传		2601 22.6715	2602 22.6715	2637 34.0072	
文部		2601 26.4151	
日常		3680 35.4692	3907 21.2815	
酒吧		2896 18.6111	
会销		2600 46.9568	
贺信		2599 11.8212	
新论断		2599 13.9007	
故障		2594 41.1886	3716 16.4754	3717 49.4263	4240 24.7132	
经营者		2594 44.0041	3561 70.4065	
电瓶		2594 89.0247	
假冒伪劣		2593 33.7849	3633 45.0465	
闲鱼		2593 35.2176	
买卖双方		2593 36.8742	
退货		2593 53.409	
泄漏		2591 62.614	
霸权主义		2825 30.4184	
个人隐私		2591 97.2867	
精细化		2591 114.839	
表土层		2589 11.8212	
象脚鼓		3799 35.8643	
种植者		2589 12.2912	
耗水量		2589 12.2912	
生态灾难		2589 12.8021	
承包地		2589 13.2075	3565 39.6226	
林木		2589 15.8436	
失守		2589 15.9906	
流泪		2589 16.0403	
毁掉		2589 18.2098	
永新		3752 21.2852	
流汗		2589 20.999	
新入		3541 35.2176	
理塘		2587 43.4246	
二本		3754 37.5431	
通化		2585 282.969	
中科院动物研究所		4292 11.7392	
新旺		2584 69.5034	
政府部门		2583 32.0251	4067 32.0251	
老抽		3585 55.6027	
自治		2583 45.3302	4068 52.8853	
参考消息		3826 33.5779	
宁海		2583 52.3335	
流程图		2583 56.3081	
异步		2581 57.5139	
刘锋		2581 70.4352	
飞书		2581 93.9136	
耕种		2580 16.0515	
撂荒		2580 59.7738	3639 95.6381	4143 95.6381	4291 47.8191	
撂荒地		2580 158.49	4291 158.49	
利用网络		2579 22.5232	
餐饮企业		2578 53.409	
则是		2577 11.7392	
写着		2577 11.7392	
宣传语		2577 12.2912	
配料表		2577 13.9007	3589 13.9007	
果糖		2577 20.1441	3574 90.6483	
元气		2577 27.4934	
蔗糖		2577 43.2159	
生命危险		2576 9.14709	
散词		3778 11.7392	
号楼		2576 11.7392	3995 129.131	4034 58.696	
爆燃		2576 11.9548	
嫌疑人		2576 16.3542	3707 24.5313	3970 49.0626	3980 32.7084	4028 32.7084	
医学院		2576 16.7664	3472 16.7664	
过劳		2572 23.4784	
谭元斌		3796 23.4784	
县市区		2571 22.5232	
敢于		2570 55.347	
礼品		2569 69.7512	2600 17.4378	
非诉		2568 23.4784	
